what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764169557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764171165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764182512
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1392764187202
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764196147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392764204136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764204788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764219213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764226175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764265022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764272586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764274585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764288473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764290290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764294588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764300881
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764303905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764317731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764328182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764335910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764351822
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392764358992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392764360703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764362013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764365104
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1392764370349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764371852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764374569
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764376720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764384404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764385583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764388030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764389470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764389715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764391010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764392211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764405905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764408637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764416726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764432083
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392764434373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764436729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764436995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764438209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764482164
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764485528
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764504234
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392764508758
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764515372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764537234
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392764539717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764541356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764541634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764545886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764549750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764560371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764565929
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1392764568519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764572648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764578904
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764583820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764585424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764585689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764590008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764591610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764600854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764602435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764602645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764606496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764609318
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764613421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764621247
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764623740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764625507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764625705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764630153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764630427
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1392764647569
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764650576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764651648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764652589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764658646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764659709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764659990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764663283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764663558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764665832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764670863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764676666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764679040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764683734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392764690187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764690976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764694131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764703943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764704997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764705172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764708587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764711848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764715252
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764719515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764730181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764736957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764744492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764744732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764755105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764757414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764762058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764763619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764765031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764775680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764777720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764782352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764782580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764788577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764788824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764796806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764799306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764803813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764804034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392764807430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764808623
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764808854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764813108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764813313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764818826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764819029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764821582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764829719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764834077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764891986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392764900823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764913617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764931384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392764941770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764942670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764949764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764959077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764966149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392764974123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765004051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765006592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765017503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765020285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765032673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765038776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765097028
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392765101895
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1392765111326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765111340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765125473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765128865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765156359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765158046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765238931
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392765242869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765249043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765251038
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392765254036
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1392765261680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765266976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765268482
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392765268509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765272298
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765319119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765324594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765326123
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392765338373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765341106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765388804
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392765388862
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392765392653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765406752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765468360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392765473655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392766114885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392766157589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392767238545
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392767246760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.exit",1392767253802
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1392767256422
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1392767256620
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1392767256970
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1392767257314
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1392767257412
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1392767257886
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1392767258013
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1392767258014
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1392767258182
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1392767258429
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1392767258562
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1392767258676
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1392838645020
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1392838645022
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1392838645034
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1392838645052
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1392838645068
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1392838645079
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1392838645098
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1392838645112
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1392838645115
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1392838645125
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1392838645133
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1392838645139
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1392838645152
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1392838645161
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1392838645168
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1392838645185
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1392838645197
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1392838645208
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1392838645230
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1392838645248
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1392838645249
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1392838645266
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1392838645277
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1392838645290
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1392838645305
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1392838645315
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1392838645320
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1392838645327
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1392838645338
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1392838645352
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1392838645362
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1392838645364
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1392838645376
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1392838645389
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1392838645404
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1392838645418
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1392838645429
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1392838645439
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1392838645464
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1392838645475
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1392838645490
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1392838645503
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1392838645521
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1392838645540
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1392838645560
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1392838645612
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1392838645612
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1392838645630
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1392838645630
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1392838645647
